LPG,CO,Smoke,Temperature,Humidity,Fire
0.5584456937855938,4.291976161531867,5.1599782843132855,47.65414418440732,9.641783680494598,1
0.7123370815187295,4.777587886748552,6.1055391431449415,52.172507232025566,12.097715333606509,1
0.7713728296470169,4.19495645014959,5.1811153378808426,52.96280451439675,9.82328382132335,1
0.7073551531500651,5.834329873379191,4.702565113164849,45.07506951015404,12.365916556459268,1
0.5625012908723854,3.854922979780371,3.728689621030097,52.44332676698389,11.61006888363989,1
0.8765490308596791,3.16209544181386,5.573169798925361,44.87752432097518,12.398343155216065,1
0.7656102282067688,5.45110893080243,4.175475212325267,37.189825738310695,11.7429052385247,1
0.813414381394899,5.415394624919464,5.863577220751667,48.61415611812756,8.83050673286973,1
0.5482025188459164,3.295522197821797,4.258916842513878,42.29679385496517,9.411559660974492,1
0.5502502605325531,5.172754113732702,4.693488196229173,46.23448501393859,12.754721380306622,1
0.6408172854164261,5.703642905014448,4.328538628227789,42.57338798896685,7.599841124457718,1
0.7473997898780625,5.071816777344584,3.76322650345095,34.10368069833653,9.399634827790823,1
0.8786470020155815,5.250005350004417,3.5651169637977485,28.963769750613977,10.82145307866364,1
0.6359630001092753,4.36517403000246,3.707000163461037,50.349147613714045,7.844320285417315,1
0.7011771178222342,3.389343044651292,4.426830510557405,36.27582885551719,7.234397346103871,1
0.8236583615724397,4.202497730934109,6.287509822286713,45.26036200715039,9.220273204878978,1
0.8682919897029218,5.2485955445406045,4.955254881750294,41.10892398355593,9.94365802753108,1
0.8916639018498924,5.584868271533695,6.085481977356312,32.87758579483408,7.450267164908824,1
0.5272416183144598,4.648894701399755,5.67257681093823,31.61429656475465,8.791782947459115,1
0.8901586553370637,3.154309471798687,5.340950873823921,38.42040773443503,8.599910639082196,1
0.6998062214776293,4.9161742811060805,3.76145330008331,31.41695562955367,7.76353998904584,1
0.564246379465456,3.215397670670632,6.364588225932642,40.937115437276894,7.09601611684456,1
0.8113763903457022,3.811765411564758,4.215616897934301,38.83113152756032,9.28740655676478,1
0.6197275602190169,3.5975896463096557,6.167839422112447,32.532307337312005,9.6535551643181,1
0.5791942687195588,3.2117846106102457,3.858867340875897,47.21726508203552,8.623630550450269,1
0.6750385371758041,3.3015624148715688,6.439490962884984,44.782156048691576,12.05334096450722,1
0.516845051441988,4.831173343445969,6.483291516006592,33.6489478398268,8.726752961392725,1
0.5581343601605933,4.954532650845789,3.811806093474908,42.30244135425569,10.224487334074295,1
0.8083781643983758,5.232915586352606,4.310593691161353,40.38686261920833,8.769482299956563,1
0.7053650313150831,4.896938748456424,5.629513035286953,31.09423150026559,10.315835257452916,1
0.6427945649894531,5.258700782559524,5.651489884208198,46.06822563196226,10.763683177373728,1
0.7644403723326504,4.936108379261642,4.218984078453461,44.32381006474913,8.116251332122161,1
0.6220504276204901,3.159385019730082,3.53860365876946,35.52111466373471,8.426647786286898,1
0.543948446050798,3.419946415135781,5.837591856466847,29.53020949209716,8.2234475223941,1
0.5453951025821536,4.4880868485493695,4.492115192199336,42.81653608100879,12.554394562892336,1
0.8343233919957084,4.764395500422652,5.329707200573581,37.95925451481288,11.85730060295788,1
0.6364730292163376,4.248349404084163,6.397242340560127,41.97564249110315,9.356449009165967,1
0.8832367059578994,3.890847867881559,5.765603873186685,44.11544971145069,12.852287684061174,1
0.8526631724625972,5.328467770740058,3.739189092230233,35.91903747986704,11.315426196513744,1
0.6317372725354135,4.452321049534802,5.136092918128585,47.09456688376455,11.59731612440338,1
0.6488536956831406,4.633268453514677,6.319053209199859,47.686000754647935,7.061193570571609,1
0.7948275189032414,3.961456218841424,4.157096920457575,49.27221133186484,11.15661342755007,1
0.7731460626003613,5.838699879957511,4.758122661262365,30.305747334515573,8.47012603021965,1
0.6284892945830874,5.778207046847786,4.503926378304286,30.43801202470534,10.014994270366897,1
0.6457671985927179,3.655279512630286,6.2841478926757,34.4515433420577,7.619917658210785,1
0.753261607946106,4.383414137948589,4.645893675598719,38.94208275849304,12.640338735539132,1
0.5871622323408429,3.405804871093049,6.25394705853237,47.88415728288354,7.833394352571287,1
0.8144617871869029,5.521801998948999,4.142047078829764,36.95438184595804,8.33673257534572,1
0.8920915917971179,4.676301844616541,4.380958938889696,35.019299670031224,11.07827271416036,1
0.7672497848314153,5.794822332560229,5.295693333030918,38.24847737530871,9.116601077181668,1
